c1,c2,c3,c4,c5,
98,13,241,221,107,5
232,25,172,253,210,5
101,14,243,220,104,5
108,13,242,224,109,5
107,17,247,217,92,5
127,16,245,228,106,5
112,23,252,209,71,5
122,18,248,222,95,5
223,8,210,248,174,5
239,6,210,245,173,5
220,8,211,248,173,5
230,7,209,247,175,5
112,18,248,219,93,5
41,5,221,228,143,5
347,6,208,230,160,5
343,6,208,231,161,5
209,5,216,244,165,5
164,8,227,243,148,5
176,8,224,245,154,5
173,9,226,245,151,5
115,21,251,215,82,5
111,17,247,220,96,5
109,16,246,220,98,5
110,15,244,222,103,5
312,7,202,235,173,5
291,11,190,238,188,5
209,5,216,244,165,5
246,8,203,247,182,5
171,5,223,242,154,5
104,2,222,236,150,5
163,5,225,241,151,5
155,10,231,241,141,5
28,15,213,207,127,5
29,2,218,233,152,5
144,13,239,237,125,5
125,20,249,221,91,5
2,18,193,204,147,5
13,9,211,221,146,5
321,13,186,227,180,5
299,9,196,237,181,5
121,3,224,237,148,5
135,12,239,234,123,5
317,11,190,230,180,5
328,12,191,226,175,5
324,10,194,229,175,5
317,9,196,232,176,5
332,4,211,235,162,5
130,17,246,228,105,5
121,22,251,217,83,5
326,15,181,221,180,5
340,11,197,224,166,5
323,12,190,228,177,5
332,9,198,228,170,5
327,13,188,225,176,5
324,7,203,233,169,5
27,6,217,226,145,5
15,7,214,225,148,5
65,9,229,222,126,5
112,17,247,220,96,5
118,22,251,215,80,5
359,12,202,218,153,5
311,14,180,229,188,5
0,5,212,230,156,5
7,8,211,225,151,5
63,14,232,211,109,5
72,13,235,214,109,5
327,11,192,227,174,5
7,4,215,232,154,5
100,20,249,208,79,5
100,13,241,222,109,5
151,2,222,239,152,5
104,17,246,217,94,5
117,14,244,226,108,5
84,7,230,228,131,5
135,5,228,238,144,5
133,23,249,222,89,5
129,26,252,214,73,5
127,10,237,234,126,5
128,24,251,216,78,5
102,12,239,225,114,5
130,23,250,220,84,5
145,18,242,234,115,5
117,16,246,223,101,5
143,15,240,235,120,5
83,10,234,223,120,5
142,17,242,234,115,5
144,17,241,235,117,5
144,18,242,234,114,5
156,12,234,241,136,5
140,16,242,233,115,5
148,11,234,239,135,5
141,19,244,231,108,5
155,14,236,240,131,5
158,15,235,241,133,5
140,17,243,233,113,5
140,16,242,233,115,5
153,15,237,239,129,5
154,17,238,239,124,5
151,19,240,236,117,5
130,16,245,229,108,5
131,13,241,232,118,5
132,14,242,232,117,5
131,16,244,230,111,5
130,14,243,231,114,5
116,18,248,220,94,5
116,15,245,224,105,5
95,19,247,208,82,5
80,15,239,211,98,5
107,17,247,217,92,5
104,19,248,213,86,5
117,22,251,214,78,5
108,21,250,211,79,5
161,14,233,243,137,5
155,17,238,239,126,5
143,7,231,239,140,5
173,8,225,244,152,5
186,14,222,249,157,5
201,13,214,251,169,5
179,16,225,248,151,5
28,5,218,230,148,5
100,4,227,234,142,5
114,5,228,235,141,5
170,18,230,245,140,5
24,6,217,227,147,5
34,5,219,228,145,5
188,16,220,250,159,5
55,8,225,223,132,5
24,8,216,222,143,5
26,8,216,222,142,5
32,8,219,224,141,5
47,9,224,220,130,5
157,14,235,241,134,5
26,7,217,225,144,5
18,7,215,226,148,5
21,6,216,227,148,5
27,7,218,225,144,5
39,6,220,227,142,5
58,4,223,230,143,5
76,7,229,227,131,5
82,7,230,228,132,5
43,11,222,216,127,5
38,9,221,221,135,5
30,7,218,226,143,5
57,7,225,226,136,5
90,4,226,233,143,5
62,7,226,226,134,5
49,9,224,220,129,5
36,8,220,221,137,5
60,8,226,224,132,5
72,5,225,231,141,5
178,19,225,247,147,5
62,10,229,218,121,5
43,9,222,220,133,5
22,10,214,218,140,5
48,6,222,227,140,5
61,6,225,228,137,5
67,9,229,222,125,5
36,9,220,221,136,5
40,11,221,216,128,5
17,13,208,212,139,5
30,11,216,215,133,5
67,7,228,226,132,5
73,7,229,226,131,5
166,15,231,244,140,5
33,8,219,222,139,5
169,18,231,244,138,5
24,9,216,222,142,5
209,28,187,252,185,5
166,17,232,244,136,5
20,10,214,220,142,5
18,10,212,218,142,5
208,28,189,252,183,5
194,27,204,249,163,5
184,26,215,247,148,5
175,25,225,244,136,5
172,18,229,245,141,5
200,27,198,251,172,5
174,19,228,246,142,5
190,26,209,249,157,5
182,25,218,246,146,5
184,25,217,247,148,5
198,2,218,240,158,5
179,9,224,246,154,5
160,10,231,242,142,5
185,11,222,248,158,5
153,19,240,237,119,5
183,22,220,248,151,5
187,22,217,250,155,5
185,22,218,249,153,5
189,24,213,249,156,5
181,26,218,245,144,5
192,24,210,250,162,5
184,18,222,249,154,5
62,10,229,218,121,5
54,10,226,218,124,5
212,10,211,250,173,5
76,8,230,226,128,5
205,26,196,253,179,5
195,24,207,251,166,5
210,11,211,251,174,5
229,9,206,249,180,5
198,3,218,242,160,5
193,23,210,251,163,5
194,25,208,250,163,5
197,25,204,252,169,5
213,22,194,254,187,5
178,22,224,246,143,5
354,7,208,227,157,5
6,7,211,226,152,5
60,9,227,221,127,5
220,20,193,254,192,5
210,18,203,254,181,5
187,20,218,250,157,5
238,19,183,253,203,5
255,11,194,247,192,5
119,10,237,232,125,5
62,7,226,226,134,5
36,8,220,221,137,5
198,17,212,252,169,5
237,16,189,252,198,5
39,3,220,232,149,5
47,10,224,217,127,5
226,20,187,254,198,5
181,20,222,248,150,5
22,4,217,230,150,5
51,6,223,227,139,5
188,22,216,250,157,5
236,16,191,252,197,5
227,20,188,254,198,5
194,23,210,251,164,5
185,24,217,249,153,5
213,14,207,252,179,5
267,21,163,243,217,5
266,16,177,245,206,5
114,6,230,234,138,5
208,20,202,254,180,5
269,15,181,244,202,5
266,19,169,245,213,5
242,16,188,251,199,5
203,18,208,253,174,5
285,17,171,238,206,5
260,19,171,247,212,5
233,17,190,253,197,5
76,7,229,227,131,5
223,15,200,253,187,5
284,18,168,237,208,5
284,18,169,238,208,5
204,18,208,253,175,5
210,16,206,253,179,5
252,18,177,249,209,5
230,16,195,253,192,5
216,16,202,254,184,5
227,18,191,254,195,5
234,22,178,253,207,5
236,23,174,253,209,5
232,23,176,253,207,5
228,22,182,254,202,5
223,21,187,254,197,5
219,29,175,252,199,5
219,28,176,252,199,5
198,25,204,252,170,5
203,25,199,253,176,5
45,7,222,225,138,5
207,29,187,251,182,5
201,26,200,252,173,5
62,6,225,228,138,5
205,26,196,253,179,5
209,29,186,252,185,5
203,25,198,252,176,5
206,27,193,252,181,5
207,26,193,253,182,5
213,29,182,252,191,5
208,27,190,252,184,5
206,26,193,253,181,5
131,9,235,235,132,5
75,7,229,226,130,5
90,2,223,235,148,5
63,11,230,218,121,5
106,7,232,232,132,5
162,10,230,243,144,5
45,6,222,227,140,5
137,11,237,236,128,5
156,10,232,241,140,5
110,14,243,224,107,5
73,11,233,218,115,5
15,14,207,210,138,5
16,14,208,211,138,5
107,16,246,219,98,5
90,11,237,222,114,5
40,8,221,222,135,5
49,5,222,229,142,5
2,6,212,229,154,5
3,19,191,201,144,5
192,13,219,250,162,5
123,13,241,230,115,5
118,13,242,228,114,5
54,6,224,227,138,5
150,25,243,230,102,5
147,18,241,235,116,5
126,4,227,237,145,5
344,8,205,228,162,5
346,20,178,205,163,5
141,13,238,236,125,5
69,10,231,221,122,5
63,6,226,227,135,5
7,8,211,225,151,5
346,10,201,225,162,5
338,14,188,219,169,5
342,18,179,210,167,5
150,10,233,240,137,5
156,14,235,241,133,5
145,11,236,238,132,5
132,13,241,233,120,5
331,14,186,222,175,5
335,17,178,214,174,5
358,18,189,204,150,5
149,16,239,237,122,5
158,8,229,242,145,5
352,2,216,236,157,5
13,4,215,231,152,5
338,13,191,221,169,5
145,15,239,237,123,5
171,10,227,245,149,5
342,5,209,232,161,5
26,12,214,213,133,5
351,10,202,223,159,5
343,16,186,214,166,5
151,13,237,239,130,5
191,9,220,247,161,5
319,14,182,226,183,5
315,15,177,226,188,5
320,15,179,224,184,5
94,14,241,218,103,5
33,12,218,214,131,5
317,16,176,224,187,5
319,16,176,224,187,5
173,12,227,246,149,5
127,15,243,229,111,5
22,13,212,213,136,5
179,14,225,248,152,5
142,13,239,237,125,5
336,20,172,209,174,5
42,6,221,226,140,5
57,10,227,219,125,5
63,14,232,210,107,5
140,13,239,236,125,5
356,15,196,213,154,5
333,16,182,218,175,5
329,21,164,210,182,5
347,13,196,219,162,5
50,11,225,215,123,5
346,16,186,212,163,5
25,14,213,210,131,5
4,14,201,212,148,5
48,6,222,227,140,5
31,14,216,209,126,5
326,19,169,215,184,5
1,12,202,216,151,5
39,10,221,218,131,5
178,7,224,245,155,5
15,15,206,209,138,5
14,11,210,217,144,5
14,9,212,222,147,5
70,7,228,226,132,5
166,8,227,243,149,5
327,20,167,213,184,5
40,7,221,224,138,5
76,8,230,226,128,5
325,20,165,213,186,5
313,12,189,231,182,5
304,14,182,233,191,5
139,15,241,234,119,5
88,7,231,229,131,5
40,7,221,224,139,5
56,11,227,218,123,5
311,16,175,227,191,5
76,9,231,224,126,5
69,7,228,226,131,5
319,14,182,226,183,5
337,12,193,223,169,5
20,11,212,217,140,5
321,15,181,224,183,5
334,12,192,224,171,5
48,14,224,208,115,5
317,15,178,225,186,5
45,15,223,206,114,5
17,15,207,208,135,5
6,17,197,205,142,5
335,13,191,223,171,5
44,15,222,205,114,5
4,16,198,208,146,5
0,18,191,204,148,5
46,15,223,206,112,5
12,15,203,207,139,5
46,14,224,208,115,5
76,23,241,189,66,5
17,16,206,206,134,5
65,26,234,178,61,5
45,26,217,175,79,5
26,13,213,211,132,5
77,17,239,206,92,5
39,23,215,184,95,5
86,12,237,221,113,5
44,20,220,193,99,5
53,19,227,195,94,5
73,22,239,192,72,5
69,21,237,194,79,5
65,15,233,207,102,5
98,22,249,202,70,5
108,26,253,200,58,5
29,21,208,190,111,5
57,18,229,200,97,5
63,21,233,191,80,5
59,19,231,197,91,5
34,3,219,232,149,5
63,10,229,221,124,5
95,34,250,168,17,5
39,6,221,226,141,5
49,9,224,221,131,5
344,14,192,218,164,5
23,17,208,202,126,5
319,10,194,231,177,5
329,12,190,225,174,5
80,28,244,178,45,5
34,9,219,221,138,5
27,9,217,221,140,5
102,29,253,188,41,5
101,29,253,188,43,5
11,10,210,221,147,5
98,29,252,185,40,5
107,29,254,191,43,5
9,6,214,228,152,5
6,11,207,219,149,5
94,27,250,189,49,5
103,29,253,188,41,5
297,1,216,238,160,5
95,32,250,174,26,5
348,7,207,229,160,5
323,10,195,230,174,5
94,21,248,203,74,5
90,29,249,181,40,5
345,8,204,227,162,5
75,14,236,213,105,5
86,31,247,172,30,5
87,33,247,166,22,5
18,2,217,234,154,5
92,23,249,197,64,5
83,29,245,178,42,5
4,16,197,207,145,5
90,30,249,179,37,5
3,14,200,213,149,5
356,10,204,223,156,5
10,10,209,220,148,5
5,10,207,220,150,5
81,26,244,185,55,5
80,30,243,172,37,5
283,8,199,241,181,5
79,28,243,177,45,5
97,26,251,193,54,5
9,8,211,224,150,5
52,8,225,223,133,5
291,9,194,239,184,5
331,10,197,228,170,5
349,16,188,211,160,5
32,3,219,232,150,5
340,6,208,232,162,5
0,5,213,231,156,5
358,5,211,230,156,5
77,5,227,230,138,5
82,5,227,231,138,5
321,6,204,234,169,5
338,4,210,233,162,5
77,5,227,230,138,5
351,5,212,232,158,5
322,6,205,234,168,5
82,5,227,231,138,5
84,5,227,231,139,5
76,4,225,232,143,5
326,7,203,232,168,5
337,5,208,232,163,5
319,4,208,235,166,5
94,4,225,234,144,5
104,2,222,236,150,5
99,6,230,232,136,5
29,10,217,219,137,5
348,6,209,231,160,5
28,11,216,215,134,5
10,9,210,221,148,5
3,5,213,230,155,5
65,25,234,182,65,5
11,5,215,230,152,5
75,23,241,189,66,5
63,4,224,231,143,5
84,5,227,231,139,5
92,21,247,203,74,5
144,8,232,239,138,5
49,5,222,228,141,5
139,10,235,237,132,5
159,7,227,241,148,5
45,7,222,225,138,5
92,24,249,194,59,5
153,4,225,240,150,5
166,9,228,243,148,5
110,20,250,213,81,5
113,18,248,218,91,5
54,6,224,227,138,5
80,4,225,232,142,5
104,4,226,234,143,5
131,13,241,232,118,5
80,11,234,221,118,5
81,12,236,219,112,5
120,17,247,224,100,5
110,21,251,211,78,5
86,21,245,199,73,5
102,18,247,215,90,5
90,28,249,183,43,5
43,27,214,172,77,5
52,28,222,169,63,5
24,28,193,169,99,5
72,29,238,170,42,5
93,34,249,167,17,5
91,33,249,171,24,5
26,22,204,188,112,5
55,20,228,194,91,5
107,21,250,211,79,5
115,27,254,201,56,5
174,9,226,245,152,5
94,21,248,203,73,5
120,30,254,199,49,5
171,10,227,245,149,5
155,15,237,240,129,5
107,33,254,182,28,5
141,16,241,234,118,5
152,20,240,236,116,5
111,25,253,204,63,5
108,28,254,194,47,5
97,34,251,170,17,5
141,16,242,234,116,5
139,20,246,229,103,5
148,22,243,232,106,5
124,21,250,220,87,5
105,33,253,180,26,5
118,28,254,202,55,5
110,31,254,190,39,5
103,33,253,178,25,5
172,13,228,246,147,5
169,14,230,245,144,5
172,14,228,246,146,5
187,13,221,249,159,5
204,14,212,252,172,5
194,11,219,249,163,5
149,14,238,238,127,5
146,25,245,227,96,5
137,15,242,233,116,5
99,22,250,204,71,5
91,39,245,149,0,5
111,31,254,189,37,5
156,11,233,241,138,5
162,12,232,243,141,5
168,13,230,245,143,5
164,17,233,243,134,5
177,16,226,247,148,5
215,11,209,251,176,5
161,21,236,239,123,5
212,13,209,252,177,5
136,25,249,221,84,5
146,21,244,232,106,5
216,10,210,250,176,5
150,18,241,236,118,5
144,20,244,232,108,5
145,25,245,227,94,5
167,12,230,244,144,5
212,12,209,251,176,5
168,12,230,245,145,5
223,12,204,251,183,5
152,26,242,229,99,5
146,27,245,225,91,5
137,28,249,217,76,5
142,27,247,223,87,5
152,11,234,240,135,5
184,10,223,247,157,5
141,23,246,227,96,5
119,19,249,220,91,5
163,27,233,235,113,5
147,27,244,226,93,5
130,34,251,199,46,5
163,10,230,243,145,5
223,13,203,252,183,5
108,18,247,217,92,5
126,28,253,208,63,5
178,12,225,247,152,5
223,8,210,248,175,5
234,10,203,249,183,5
270,18,170,243,211,5
141,15,241,235,119,5
128,27,252,212,69,5
203,8,216,247,166,5
272,11,190,243,193,5
284,12,187,240,192,5
289,16,172,236,204,5
133,20,247,226,97,5
169,19,231,244,136,5
168,8,227,243,150,5
189,8,221,246,160,5
206,8,215,248,168,5
276,14,181,242,200,5
286,14,181,239,197,5
266,15,181,245,203,5
159,10,231,242,142,5
227,8,209,248,176,5
286,20,162,235,212,5
149,18,240,236,119,5
139,20,246,229,101,5
175,11,226,246,151,5
127,22,250,220,87,5
294,22,153,229,214,5
309,17,170,226,196,5
347,8,206,228,160,5
189,10,221,248,160,5
124,24,252,214,76,5
133,12,239,234,124,5
302,23,151,223,209,5
139,15,241,234,118,5
144,17,242,234,115,5
153,9,231,241,141,5
154,7,229,241,145,5
163,5,225,241,151,5
183,4,221,242,157,5
292,24,146,228,218,5
131,14,242,232,116,5
121,11,239,231,120,5
176,4,221,241,156,5
292,24,145,227,219,5
198,4,218,243,161,5
286,24,146,231,221,5
288,26,139,228,224,5
292,19,165,233,207,5
149,20,242,234,112,5
152,21,240,236,115,5
121,21,250,218,85,5
157,25,238,234,110,5
152,5,226,240,149,5
173,6,224,243,154,5
180,8,223,245,155,5
158,12,233,242,138,5
165,3,222,240,154,5
212,9,213,249,172,5
312,20,162,221,197,5
183,16,222,249,154,5
164,37,225,223,95,5
135,4,226,238,146,5
163,6,226,242,150,5
278,20,161,239,216,5
246,11,197,249,189,5
189,10,221,248,160,5
138,22,247,227,96,5
101,9,235,228,124,5
232,12,201,251,186,5
141,3,224,238,150,5
163,6,226,242,149,5
243,11,199,249,188,5
90,6,229,231,136,5
168,22,231,242,131,5
251,16,184,249,202,5
224,22,186,254,198,5
212,23,193,254,187,5
259,27,146,243,229,5
189,24,213,249,157,5
248,19,177,250,209,5
192,18,216,251,163,5
50,8,224,223,134,5
261,23,158,245,221,5
333,2,214,236,160,5
265,24,152,242,225,5
253,17,180,249,205,5
231,10,205,249,181,5
105,3,224,236,147,5
264,23,157,244,222,5
165,12,230,244,143,5
347,9,202,225,161,5
310,15,178,229,190,5
305,19,164,226,201,5
333,6,205,232,165,5
294,16,175,235,200,5
338,4,210,233,162,5
10,4,215,231,153,5
27,8,217,223,142,5
8,7,212,227,152,5
326,5,207,234,166,5
289,15,177,237,200,5
287,12,186,239,193,5
31,7,218,225,143,5
287,11,190,240,189,5
324,4,209,235,165,5
288,12,186,239,192,5
285,5,207,240,172,5
340,6,207,231,163,5
9,7,212,225,151,5
355,8,207,226,157,5
340,9,201,227,165,5
343,10,200,225,163,5
23,7,216,225,145,5
33,5,219,229,147,5
13,3,216,233,154,5
45,4,221,231,146,5
4,4,215,232,155,5
350,4,212,233,158,5
56,20,229,194,90,5
49,14,225,209,115,5
63,14,232,210,107,5
66,17,234,203,95,5
86,29,247,179,41,5
69,20,237,198,84,5
81,23,244,193,67,5
75,25,241,183,58,5
58,23,229,184,76,5
59,25,229,179,68,5
77,15,238,212,101,5
74,18,239,203,89,5
80,22,243,195,71,5
93,18,245,211,89,5
87,16,242,213,97,5
86,15,241,214,99,5
83,18,242,206,88,5
81,22,243,196,71,5
92,17,244,212,92,5
84,15,240,213,100,5
82,13,238,216,107,5
86,13,239,217,107,5
86,14,240,216,103,5
86,13,239,217,107,5
88,13,239,218,107,5
83,13,238,216,106,5
83,13,238,216,106,5
77,13,236,215,107,5
63,9,228,222,127,5
98,7,231,231,132,5
96,10,236,226,121,5
59,6,224,228,139,5
51,17,226,202,104,5
51,16,226,202,105,5
62,17,232,204,99,5
61,16,231,206,103,5
55,18,229,199,97,5
57,19,230,197,94,5
53,18,227,197,97,5
51,17,226,202,104,5
57,20,229,192,87,5
58,20,230,195,89,5
55,17,228,203,102,5
202,15,211,252,172,5
173,9,226,245,151,5
169,10,228,244,148,5
191,14,218,250,162,5
190,15,219,250,161,5
187,15,220,250,158,5
247,4,212,242,168,5
320,4,210,236,164,5
102,8,234,230,128,5
153,4,225,240,150,5
120,20,249,219,90,5
107,13,241,224,110,5
18,1,218,236,156,5
105,8,234,230,128,5
131,5,228,237,143,5
76,4,225,232,143,5
26,7,217,225,144,5
48,7,223,225,137,5
45,8,222,223,136,5
51,6,223,227,139,5
73,6,228,228,134,5
126,18,247,225,99,5
117,35,254,186,28,5
79,13,237,216,107,5
357,9,206,224,156,5
131,14,242,231,115,5
114,26,253,205,62,5
120,22,251,216,81,5
121,19,249,221,91,5
123,15,244,228,109,5
101,24,251,200,63,5
108,22,251,210,76,5
124,14,243,229,112,5
123,20,249,221,90,5
21,15,209,207,132,5
113,15,245,223,104,5
94,15,243,216,99,5
119,19,248,220,92,5
90,21,246,203,76,5
171,24,228,242,131,5
120,24,252,213,74,5
103,17,247,215,91,5
91,10,235,225,120,5
337,21,170,207,173,5
47,11,224,216,125,5
43,9,222,221,134,5
258,16,179,248,206,5
35,9,219,220,136,5
24,14,212,209,131,5
250,17,180,250,206,5
255,9,199,246,186,5
355,5,211,230,157,5
351,10,202,223,159,5
332,11,193,225,172,5
296,13,182,235,193,5
86,12,237,221,113,5
325,15,181,222,180,5
69,3,223,233,145,5
313,8,198,234,176,5
294,8,197,238,181,5
265,3,213,240,166,5
270,2,213,240,165,5
80,22,243,195,71,5
60,17,231,202,99,5
58,18,230,198,94,5
56,23,228,185,79,5
61,11,229,218,121,5
64,21,234,192,81,5
63,19,233,196,87,5
61,12,230,215,117,5
66,21,235,193,79,5
79,27,243,180,49,5
57,18,229,200,97,5
46,26,218,174,76,5
54,20,228,193,90,5
55,18,229,199,97,5
53,29,221,163,56,5
47,23,221,183,84,5
53,24,226,182,77,5
55,17,228,203,102,5
60,25,231,180,68,5
57,26,227,175,64,5
69,29,235,169,45,5
66,32,232,159,35,5
55,32,221,155,43,5
61,27,230,172,57,5
57,25,228,180,71,5
65,34,229,150,25,5
64,23,234,187,73,5
81,33,242,161,21,5
89,31,248,172,28,5
81,23,244,194,68,5
84,22,245,196,70,5
60,29,228,166,51,5
50,24,222,180,79,5
68,29,235,169,45,5
83,23,245,192,64,5
59,23,230,184,75,5
55,21,227,190,86,5
62,20,233,195,86,5
56,21,229,191,85,5
77,50,221,99,0,5
61,22,232,188,77,5
76,49,222,102,0,5
63,29,231,169,51,5
55,24,226,180,74,5
23,18,206,198,123,5
80,35,241,156,14,5
57,30,225,164,52,5
56,23,228,186,80,5
66,32,231,159,35,5
75,31,240,165,32,5
72,26,239,181,57,5
80,29,243,174,40,5
82,24,244,189,60,5
73,32,237,161,30,5
94,27,250,189,50,5
99,32,252,178,29,5
95,30,251,181,36,5
89,33,248,168,22,5
101,32,253,180,29,5
146,11,235,239,134,5
102,33,253,179,26,5
67,31,232,161,37,5
70,35,233,151,21,5
82,31,244,169,30,5
92,30,250,179,35,5
87,30,247,175,35,5
88,28,248,182,43,5
75,31,239,166,35,5
72,30,238,167,38,5
72,31,237,165,37,5
94,27,250,189,49,5
89,26,248,188,53,5
87,26,247,186,51,5
92,25,249,192,56,5
86,21,245,199,73,5
91,26,249,190,53,5
86,24,247,191,59,5
75,22,241,194,74,5
87,24,247,193,62,5
72,26,239,179,55,5
45,2,220,234,150,5
28,7,218,225,143,5
350,11,200,221,160,5
86,28,247,182,46,5
79,18,240,205,89,5
88,21,246,200,72,5
114,18,248,218,91,5
112,21,250,213,81,5
120,19,249,220,91,5
78,30,242,171,36,5
91,19,245,207,84,5
93,29,250,181,38,5
82,24,245,190,62,5
76,27,241,177,49,5
59,15,230,207,105,5
74,20,240,197,79,5
57,20,230,195,90,5
32,7,219,224,142,5
89,20,246,203,78,5
84,25,246,189,58,5
103,29,253,189,43,5
91,13,240,219,108,5
93,29,250,181,39,5
93,29,250,183,40,5
134,13,240,233,120,5
121,18,248,222,94,5
95,28,251,186,44,5
99,27,252,192,50,5
233,7,208,247,176,5
106,16,246,219,97,5
103,16,245,217,96,5
240,10,201,249,186,5
207,7,216,246,167,5
235,13,196,251,191,5
111,15,244,223,104,5
98,17,245,214,92,5
97,20,248,206,77,5
77,21,241,197,77,5
247,14,189,250,197,5
120,10,238,232,124,5
199,19,210,253,170,5
87,19,244,205,82,5
93,15,243,215,98,5
86,20,244,203,79,5
259,10,196,246,189,5
255,16,182,249,204,5
101,23,251,203,68,5
96,12,239,223,113,5
104,14,243,221,104,5
88,19,244,206,84,5
87,20,245,202,78,5
86,22,245,198,71,5
255,15,184,248,202,5
233,9,205,249,181,5
110,21,250,212,79,5
118,13,242,228,114,5
95,20,247,207,80,5
267,22,158,243,220,5
126,19,248,223,95,5
112,21,250,213,81,5
290,20,161,233,211,5
274,15,180,243,202,5
231,9,205,249,180,5
114,24,253,208,69,5
119,24,253,211,71,5
269,13,186,244,197,5
283,13,184,240,196,5
110,21,251,211,78,5
249,18,180,250,206,5
248,13,193,249,194,5
276,9,197,242,184,5
93,9,234,227,125,5
110,9,236,230,126,5
106,15,244,221,102,5
115,17,247,222,98,5
105,7,233,231,130,5
69,8,229,224,128,5
86,15,241,214,99,5
120,28,254,203,56,5
87,9,233,226,125,5
107,14,243,223,106,5
243,6,207,245,176,5
259,8,202,245,182,5
54,17,228,202,102,5
303,11,190,235,185,5
73,15,237,209,100,5
110,15,244,222,103,5
134,29,250,212,68,5
145,30,245,219,80,5
288,10,192,239,188,5
144,20,244,232,108,5
139,24,248,224,90,5
175,11,226,246,151,5
152,17,239,238,122,5
139,21,246,229,101,5
292,8,197,239,182,5
307,9,195,235,180,5
145,18,242,234,115,5
99,12,240,222,110,5
326,7,203,232,168,5
153,20,240,236,117,5
313,8,198,234,176,5
252,8,202,246,182,5
339,7,204,230,164,5
281,14,181,241,200,5
161,22,236,239,121,5
154,21,239,237,117,5
268,17,173,244,209,5
254,22,165,248,217,5
183,20,221,249,152,5
172,22,228,244,135,5
276,22,156,238,220,5
169,20,231,244,135,5
165,19,233,242,132,5
291,7,199,239,179,5
307,21,157,222,203,5
280,13,183,241,198,5
320,19,168,219,189,5
146,23,244,230,101,5
111,29,254,195,47,5
169,22,230,243,132,5
110,24,253,205,66,5
158,18,237,240,126,5
110,27,254,198,52,5
104,18,247,215,89,5
200,6,218,246,163,5
150,17,240,237,121,5
171,32,223,235,118,5
149,30,242,222,85,5
105,16,245,219,99,5
138,13,239,235,123,5
144,12,237,238,129,5
98,14,242,220,105,5
95,14,241,219,104,5
195,9,219,248,163,5
94,22,248,200,69,5
85,13,238,217,108,5
218,9,211,249,174,5
112,14,243,225,108,5
98,14,242,219,103,5
110,13,243,225,108,5
111,14,243,224,107,5
334,7,204,231,166,5
118,22,251,214,79,5
115,18,248,219,93,5
123,20,249,220,89,5
351,3,214,234,158,5
131,17,245,228,105,5
355,13,198,217,156,5
21,15,208,206,131,5
87,10,235,224,119,5
118,21,250,217,84,5
54,13,227,212,116,5
121,20,249,220,90,5
41,5,220,229,145,5
116,26,253,206,64,5
126,22,250,219,84,5
94,6,230,231,134,5
130,21,249,223,91,5
112,10,238,229,121,5
125,18,247,225,100,5
142,19,244,232,109,5
150,17,240,237,121,5
117,18,248,221,94,5
106,16,246,219,97,5
93,16,243,215,97,5
95,11,238,224,116,5
158,17,236,240,128,5
219,14,204,252,183,5
165,18,233,243,133,5
110,6,230,234,138,5
192,18,216,251,162,5
187,15,220,250,158,5
29,6,218,226,144,5
25,7,217,225,145,5
40,8,221,223,137,5
52,9,225,221,130,5
180,15,224,248,152,5
13,8,213,225,149,5
45,9,223,221,133,5
51,6,223,226,138,5
63,7,226,226,134,5
61,7,226,225,133,5
57,8,226,223,132,5
34,10,219,218,134,5
73,6,228,228,134,5
62,6,225,228,138,5
47,8,223,223,134,5
9,13,205,213,144,5
58,7,226,225,133,5
216,25,187,254,192,5
203,27,195,252,177,5
158,16,236,241,130,5
183,23,218,248,150,5
168,20,231,243,134,5
178,23,223,246,143,5
187,10,222,248,159,5
188,10,221,248,160,5
187,16,220,250,158,5
172,19,229,245,141,5
169,18,231,244,138,5
199,22,206,253,171,5
181,22,221,247,147,5
181,20,223,248,149,5
153,8,231,241,142,5
180,7,223,244,156,5
206,26,193,253,181,5
192,26,208,250,161,5
201,23,204,253,173,5
201,23,203,253,173,5
240,11,198,250,188,5
200,23,205,253,172,5
23,7,216,225,145,5
48,7,223,225,137,5
88,7,231,228,129,5
225,16,196,253,190,5
47,9,223,221,132,5
30,8,218,223,140,5
223,16,198,253,189,5
275,19,164,240,214,5
229,13,199,252,188,5
54,6,224,226,137,5
37,2,219,234,151,5
191,21,215,251,161,5
237,16,191,252,196,5
77,11,234,219,115,5
216,20,195,254,189,5
205,20,203,254,178,5
63,8,228,223,128,5
52,8,225,223,132,5
39,10,221,219,132,5
216,18,198,254,187,5
200,25,202,252,172,5
85,8,232,227,128,5
203,25,198,252,176,5
203,26,197,252,176,5
39,7,221,225,140,5
135,7,231,237,138,5
91,10,236,224,119,5
16,4,216,231,152,5
207,8,215,247,168,5
114,16,246,222,99,5
12,18,200,202,135,5
150,23,242,232,106,5
51,6,223,226,138,5
23,8,216,223,144,6
20,21,201,192,121,6
349,12,198,220,161,6
323,24,152,208,191,6
322,29,134,197,196,6
352,16,191,211,157,6
121,18,248,223,96,6
2,8,209,225,154,6
337,17,180,213,172,6
324,27,141,199,192,6
321,28,136,199,196,6
44,21,220,189,95,6
307,20,161,224,201,6
274,24,150,238,224,6
308,25,142,215,208,6
331,12,192,225,172,6
26,15,212,205,127,6
308,24,146,217,207,6
302,24,147,221,211,6
11,15,203,207,139,6
345,28,155,184,161,6
313,17,172,225,192,6
328,15,184,222,177,6
54,19,227,195,93,6
312,25,145,213,204,6
320,25,148,207,195,6
36,16,217,203,117,6
312,26,142,211,205,6
